freedom,82732,TRUE,4,t_0,,,,,,
freedom,85654,TRUE,0,1,2,3,t_0,t_0,t_0,t_0
freedom,92604,TRUE,0,t_0,,,,,,
freedom,93312,TRUE,7,t_0,,,,,,
freedom,95418,TRUE,1,2,6,t_0,t_0,t_0,,
freedom,101619,TRUE,3,t_1,,,,,,
