logical,151104,TRUE,4,t_0,,,,,,,,
logical,153016,TRUE,0,1,3,4,5,t_0,t_0,t_0,t_1,t_1
logical,153920,FALSE,,,,,,,,,,
logical,160318,TRUE,5,t_3,,,,,,,,
logical,161404,TRUE,2,3,t_0,t_0,,,,,,
logical,161607,TRUE,0,5,t_0,t_0,,,,,,
logical,161929,TRUE,2,t_0,,,,,,,,
logical,162241,TRUE,0,1,2,6,7,t_2,t_0,t_2,t_3,t_3
